"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"8479808","15060461110037982000000000U2","ABARROTERA Y CREMERIA  LA BARATA",,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","6 a 10 personas","CALLE","LERDO DE TEJADA","CALLE","SEGUNDO JUAREZ","AVENIDA","BENITO JUAREZ","CALLE","SEGUNDO CALLEJÓN JUÁREZ",,"SN",,,,,"COLONIA","BENITO JUAREZ PRIMERA SECCION",,,,"54405","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0132","014",,,,"Fijo","19.62681676","-99.31351057","2019-11"
"2414759","15060461110004411001000000U1","ABARROTES CHIVIS",,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","6 a 10 personas","CALLE","PROLONGACION EMILIANO ZAPATA","CERRADA","ALCANFORES","CERRADA","CEDROS","CALLE","CAMINO AL POZO","0","SN",,,"0",,"COLONIA","FRACC CIUDAD CAMPESTRE",,,,"54435","15","MÉXICO                      ","060","Nicolás Romero","0082","Veintidós de Febrero","1183","001","5521685054",,,"Fijo","19.61394871","-99.35311618","2010-07"
"2413515","15060461110010801001000000U5","ABARROTES EL CENTRO",,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","6 a 10 personas","AVENIDA","ADOLFO LOPEZ MATEOS","CALLE","MIGUEL HIDALGO","CALLE","NINGUNO","CALLE","MORELOS","0","SN",,,"0",,"LOCALIDAD","SANTA MARIA MAGDALENA CAHUACAN",,,,"54430","15","MÉXICO                      ","060","Nicolás Romero","0004","Santa María Magdalena Cahuacán","0081","019",,,,"Fijo","19.64219973","-99.41303881","2010-07"
"2412626","15060461110021412000000000U8","ABARROTES Y FORRAJES",,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","6 a 10 personas","CALLE","EMILIANO ZAPATA","CALLE","CERRADA ZAPATA","CALLE","PRIMERA CERRADA DEL TRAFICO","CALLE","NINGUNO",,"SN",,,,,"COLONIA","EL TRAFICO",,,,"54435","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0170","054",,,,"Fijo","19.61485209","-99.3343739","2010-07"
"2469991","15060461110021552001053501S1","ABASTECEDORA MERCANTIL DE ABARROTES","ABASTECEDORA MERCANTIL DE ABARROTES SA DE CV","461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","6 a 10 personas","AVENIDA","16 DE SEPTIEMBRE","AVENIDA","BENITO JUAREZ","CALLE","AGUA CALIENTE","CALLE","ARTURO PAREDES","181",,,,,,"COLONIA","JUAREZ CENTRO",,,,"54405","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0537","026",,,,"Fijo","19.62611924","-99.3174969","2014-12"
"2402674","15060461110021543001053501M0","ABASTECEDORA MERCANTIL DE ABARROTES","ABASTECEDORA MERCANTIL DE ABARROTES SA DE CV","461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","6 a 10 personas","AVENIDA","BENITO JUAREZ","ANDADOR","FIDEL VELAZQUEZ","AVENIDA","MIGUEL HIDALGO","CALLE","20 DE NOVIEMBRE","32",,,,"0",,"COLONIA","JUAREZ CENTRO",,,,"54400","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0537","021",,"ABASTECEDORAMERCANTIL@YAHOO.COM.MX",,"Fijo","19.62559225","-99.31695388","2010-07"
"2403007","15060461121001091001000000U1","CARNICERIA LA IDEAL",,"461121","Comercio al por menor de carnes rojas","6 a 10 personas","AVENIDA","BENITO JUAREZ","CALLE","VENUSTIANO CARRANZA","CALLE","5 DE MAYO","AVENIDA","AVENIDA DE LA CONSTITUCIÓN","0","SN",,,"0",,"COLONIA","BUENA VISTA",,,,"54414","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0541","019","5558219209",,,"Fijo","19.62551222","-99.30737481","2010-07"
"2400164","15060461121000351001000000U0","CARNICERIA MELISSA",,"461121","Comercio al por menor de carnes rojas","6 a 10 personas","AVENIDA","AVENIDA DE LAS FLORES","CALLE","AZALEAS","CALLE","MAGNOLIAS","CALLE","NINGUNO",,"SN",,,,,"COLONIA","VISTA HERMOSA",,,,"54414","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0132","023",,,,"Fijo","19.62646042","-99.30112395","2010-07"
"2466910","15060461121002901000000000U2","CARNICERIA PROGRESO",,"461121","Comercio al por menor de carnes rojas","6 a 10 personas","AVENIDA","LOMAS DEL RIO","CALLE","2DA CERRADA DE RANCHO EL EDEN","CALLE","PRIMERA CERRADA RANCHO EL EDEN","CALLE","PRIMERA CERRADA RANCHO EL EDÉN","0","SN",,,"0",,"COLONIA","VICENTE GUERRERO",,,,"54424","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","122A","004","5591470107",,,"Fijo","19.60953468","-99.33148568","2014-12"
"2468529","15060461110029021011000000U9","COOPERATIVA ESCOLAR FORD TURTO MATUTINO",,"461190","Comercio al por menor de otros alimentos","6 a 10 personas","CALLE","MARIANO ESCOBEDO","CALLE","TERCERA FIDEL CHAVEZ","CALLE","FIDEL VELAZQUEZ","CALLE","5 DE MAYO","32",,,,,,"COLONIA","ZARAGOZA",,,,"54457","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0823","004",,,,"Semifijo","19.62853769","-99.32363932","2014-12"
"2470676","15060461110030253011000000U5","COOPERATIVA ESCUELA SECUNDARIA FEDERAL VICENTE GUERRERO",,"461190","Comercio al por menor de otros alimentos","6 a 10 personas","CALLE","DIVISION DEL SUR","CALLE","FRANCISCO VILLA","AVENIDA","KENNEDY","PRIVADA","SEGUNDA CERRADA SAN PEDRO",,"SN",,,,,"COLONIA","VICENTE GUERRERO",,,,"54425","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0749","024",,,,"Fijo","19.61360906","-99.31756054","2014-12"
"7245590","15060461110041362000000000U1","COPERATIVA ESCOLAR EMILIANO ZAPATA TURNO MATUTINO",,"461190","Comercio al por menor de otros alimentos","6 a 10 personas","PRIVADA","NINGUNO","CALLE","EMILIANO ZAPATA","CALLE","CAÑON DEL FERROCARRIL","PRIVADA","NINGUNO","0","SN",,,"0",,"COLONIA","EL TRAFICO",,,,"54435","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","1037","001",,,,"Fijo","19.61512009","-99.33444542","2019-11"
"7199620","15060461150001072000000000U0","CREMERIA ELY",,"461150","Comercio al por menor de leche, otros productos lácteos y embutidos","6 a 10 personas","CALLE","MARIANO ESCOBEDO","CERRADA","MARIANO ESCOBEDO","CALLE","MARIANO ESCOBEDO","CALLE","CIRCUITO MARIANO ESCOBEDO","0","SN",,,"0",,"COLONIA","IGNACIO ZARAGOZA",,,,"54457","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0359","005",,,,"Fijo","19.63218464","-99.32749054","2019-11"
